dataset,arch_id,arch_flag,exp,beta,reg,seed,min_val_elbo_bpd,final_val_elbo_bpd,ood_val_elbo_bpd,obs,quad1,quad2,quad3,quad4,size,orientation,quad1_quad2,quad1_quad3,quad1_quad4,quad1_orientation,quad1_size,quad2_quad3,quad2_quad4,quad2_size,quad2_orientation
quad,simple64bn,2,2.32.8,0.5,0.0.0.0,0,0.4576867105465289,0.4643633568900893,0.6679476204830042,0.0487951748073101,0.0525064058601856,0.0533557273447513,0.0533048287034034,0.0517775602638721,0.0580414906144142,0.0457942485809326,0.060330681502819,0.0574138090014457,0.0497630536556243,0.0576193630695343,0.1022965759038925,0.055023968219757,0.1540703475475311,0.0830974727869033,0.0596906542778015
quad,simple64bn,2,2.32.8,0.5,0.0.0.0,1,0.4696994143253364,0.4749401555161672,0.6147909687789762,0.0468801446259021,0.039912961423397,0.0470563992857933,0.0630647242069244,0.0481199510395526,0.0557804591953754,0.0466147698462009,0.047220692038536,0.0526340417563915,0.1046513766050338,0.0467732176184654,0.0939996168017387,0.0568677857518196,0.0604655183851718,0.0598958171904087,0.051343448460102
quad,simple64bn,2,2.32.8,0.5,0.0.0.0,2,0.4682279764038358,0.4818102784895367,0.5396482251543692,0.0531178414821624,0.0550186187028884,0.0520661287009716,0.0577821657061576,0.0566748641431331,0.0728643536567688,0.0509110800921916,0.074954405426979,0.0628858059644699,0.082332544028759,0.0537150688469409,0.0911155119538307,0.056825254112482,0.0631227046251297,0.0779117420315742,0.0616343133151531
quad,simple64bn,2,2.32.8,0.5,0.0.0.0,3,0.4620633771580668,0.4686414883709517,0.7043373786069212,0.0518680177628994,0.053839199244976,0.0564397163689136,0.0562082715332508,0.0554408058524131,0.0602941252291202,0.049805074930191,0.0631281808018684,0.0984770059585571,0.0542801022529602,0.0510417185723781,0.1231911852955818,0.0556677617132663,0.0577894374728202,0.1431456208229065,0.0468913689255714
quad,simple64bn,2,2.32.8,0.5,0.0.0.0,4,0.467562281945073,0.4795926674141811,0.6348180905687381,0.048560507595539,0.0546040497720241,0.0512460879981517,0.0642221793532371,0.0597702637314796,0.0603267438709735,0.0560773275792598,0.0514733679592609,0.0787388309836387,0.0892401412129402,0.0505572855472564,0.082674540579319,0.0560699850320816,0.0983661860227584,0.0650767013430595,0.0548700802028179
quad,simple64bn,2,2.32.8,1.0,0.0.0.0,0,0.5438261290658334,0.5987718232085767,0.6550005779522046,0.0608287043869495,0.069731019437313,0.0785569846630096,0.0697388872504234,0.0699560269713401,0.0921957045793533,0.0499369725584983,0.0866380259394645,0.0796280205249786,0.0679764524102211,0.0599032826721668,0.0917178764939308,0.0915942266583442,0.0839519128203392,0.111891396343708,0.0735005140304565
quad,simple64bn,2,2.32.8,1.0,0.0.0.0,1,0.4815597813885577,0.5013246165598255,0.9491134311066848,0.0521622933447361,0.053043745458126,0.0552166067063808,0.0580727569758892,0.0507123917341232,0.0594636611640453,0.0531202033162117,0.0626250654458999,0.050705187022686,0.219847172498703,0.0558187440037727,0.1417793482542038,0.056135531514883,0.0595983564853668,0.0849311202764511,0.0549377538263797
quad,simple64bn,2,2.32.8,1.0,0.0.0.0,2,0.4703974202555782,0.478600252462198,0.8092650934145832,0.0603025294840335,0.0608046539127826,0.0505527146160602,0.0579740591347217,0.0601723007857799,0.0641528218984603,0.0646726712584495,0.2120877057313919,0.0570725537836551,0.0642156898975372,0.0547072924673557,0.0860743969678878,0.0542313009500503,0.0684003084897995,0.1195391789078712,0.0567213669419288
quad,simple64bn,2,2.32.8,1.0,0.0.0.0,3,0.5063135213339648,0.5339740919566814,0.5935025292752376,0.0587311871349811,0.068264402449131,0.068254642188549,0.0644457712769508,0.0897775515913963,0.0918292701244354,0.0651610642671585,0.074119359254837,0.1411054730415344,0.0675281137228012,0.0711094215512275,0.0971372127532959,0.0745250657200813,0.0666387379169464,0.099608190357685,0.0718248784542083
quad,simple64bn,2,2.32.8,1.0,0.0.0.0,4,0.4694131245619562,0.4819933298127747,0.5938856213339234,0.0457786545157432,0.0587725453078746,0.0539329126477241,0.0624343045055866,0.0523132607340812,0.0649198070168495,0.0526545941829681,0.0628007724881172,0.0625790432095527,0.0480793640017509,0.0567323565483093,0.0902793705463409,0.0579491294920444,0.0608662478625774,0.07879189401865,0.0595856942236423
quad,simple64bn,2,2.32.8,2.0,0.0.0.0,0,0.5674829121151042,0.590445920321827,0.946072846812426,0.0408202670514583,0.0564314164221286,0.0443919114768505,0.0409683585166931,0.0426323674619197,0.0652128979563713,0.0427057221531868,0.0950152948498725,0.0476967431604862,0.0811858400702476,0.0525762066245079,0.1207656189799308,0.094679519534111,0.2018520981073379,0.0964754074811935,0.0404262244701385
quad,simple64bn,2,2.32.8,2.0,0.0.0.0,1,0.5569618356582506,0.6342208566734033,0.9077703222663014,0.0499512366950511,0.0611330904066562,0.0625014379620552,0.0491192452609539,0.0513538159430027,0.0747188478708267,0.0562250614166259,0.0763287767767906,0.0664983764290809,0.0615281872451305,0.0651392117142677,0.0952964127063751,0.0724699795246124,0.1039973124861717,0.1507115960121154,0.0756643265485763
