dataset,arch_id,arch_flag,exp,beta,reg,seed,min_val_elbo_bpd,final_val_elbo_bpd,ood_val_elbo_bpd,obs,scaled,shear,shift,swel,thic,thin
mnist,conv3,2,4.15.22,1.0,0.0.0.0,1,0.2600718551077244,0.2764112240332425,,0.1087791547179222,0.0557586662471294,0.1374963968992233,0.1249258369207382,0.1169970110058784,0.1960710138082504,0.0522401854395866
mnist,conv3,2,4.15.22,1.0,0.0.0.0,2,0.2623796880743374,0.2712164308349568,,0.0964628458023071,0.0717876926064491,0.1078103855252265,0.1153140068054199,0.1330901086330413,0.1757717132568359,0.0694334059953689
mnist,conv3,2,4.15.22,1.0,0.0.0.0,3,0.2596832884813043,0.2706051593050733,,0.0926990583539009,0.065331220626831,0.1235853359103202,0.1147109493613243,0.1208697110414505,0.1829431802034378,0.0715749710798263
mnist,conv3,2,4.15.22,1.0,0.0.0.0,4,0.2583200740370362,0.2681352119859975,,0.0845235884189605,0.0647077411413192,0.107204370200634,0.1140041053295135,0.0989095270633697,0.1365559548139572,0.0786467418074607
mnist,conv3,2,4.22.22,1.0,0.0.0.0,0,0.2551564448573273,0.2787491021990494,,0.0856760963797569,0.0649000704288482,0.1190214157104492,0.0956719666719436,0.1140533611178398,0.2154037654399871,0.0671304538846015
mnist,conv3,2,4.22.22,1.0,0.0.0.0,1,0.2580097062352164,0.272891966634907,,0.0882108584046363,0.0730963870882988,0.1101528853178024,0.1104027777910232,0.1136436313390731,0.1724925488233566,0.0729547441005706
mnist,conv3,2,4.22.22,1.0,0.0.0.0,2,0.2554162026915058,0.2732718829726812,,0.0878707095980644,0.0759773403406143,0.1165612563490867,0.1246088594198226,0.1071748957037925,0.1645214706659317,0.0624389089643955
mnist,conv3,2,4.22.22,1.0,0.0.0.0,3,0.2592934040310073,0.288848218651352,,0.088326945900917,0.0640991106629371,0.1051924228668212,0.0977023616433143,0.1090453565120697,0.1687960177659988,0.0805495753884315
mnist,conv3,2,4.22.22,1.0,0.0.0.0,4,0.2565718686712064,0.2661708676745088,,0.0944507792592048,0.0769681558012962,0.1296162754297256,0.1121307611465454,0.1076790317893028,0.1518838554620742,0.076149083673954
mnist,conv3,2,4.50.22,1.0,0.0.0.0,0,0.2708365770678285,0.2935962445169059,,0.1061638817191124,0.065198890864849,0.1137958616018295,0.1224697604775428,0.1295872777700424,0.2102175951004028,0.0946922823786735
mnist,conv3,2,4.50.22,1.0,0.0.0.0,1,0.2720500089222318,0.2821232613689786,,0.0920017212629318,0.0676124170422554,0.1116243302822113,0.1195424199104309,0.1181369945406913,0.1673600375652313,0.0738561674952507
mnist,conv3,2,4.50.22,1.0,0.0.0.0,2,0.2529559467327199,0.2664323246315095,,0.0957978069782257,0.0650551095604896,0.1123304665088653,0.1249195411801338,0.1194167658686637,0.1849757432937622,0.0536648072302341
mnist,conv3,2,4.50.22,1.0,0.0.0.0,3,0.2622110932416331,0.2859751573821381,,0.0771554484963417,0.0710730478167533,0.0962101221084594,0.091617427766323,0.1003271639347076,0.1959098577499389,0.0781139656901359
mnist,conv3,2,4.50.22,1.0,0.0.0.0,4,0.2626441574730527,0.2758945319079342,,0.0809270218014717,0.0672419443726539,0.0994778126478195,0.1061174124479293,0.1102627515792846,0.1820600032806396,0.0782552435994148
